symbol,name,parent
0123,Uprawa drzew i krzewów owocowych cytrusowych,012
0124,Uprawa drzew i krzewów owocowych ziarnkowych i pestkowych,012
0125,Uprawa pozostałych drzew i krzewów owocowych oraz orzechów,012
0126,Uprawa drzew oleistych,012
0127,Uprawa roślin wykorzystywanych do produkcji napojów,012
0128,Uprawa roślin przyprawowych i aromatycznych oraz roślin wykorzystywanych do produkcji leków i wyrobów farmaceutycznych,012
0129,Uprawa pozostałych roślin wieloletnich,012
0130,Rozmnażanie roślin,013
0141,Chów i hodowla bydła mlecznego,014
0142,Chów i hodowla pozostałego bydła i bawołów,014
0143,Chów i hodowla koni i pozostałych zwierząt koniowatych,014
0144,Chów i hodowla wielbłądów i zwierząt wielbłądowatych,014
0145,Chów i hodowla owiec i kóz,014
0146,Chów i hodowla świń,014
0147,Chów i hodowla drobiu,014
0149,Chów i hodowla pozostałych zwierząt,014
0150,Uprawy rolne połączone z chowem i hodowlą zwierząt (działalność mieszana),015
2529,"Produkcja pozostałych zbiorników, cystern i pojemników metalowych",252
2530,"Produkcja wytwornic pary, z wyłączeniem kotłów do centralnego ogrzewania gorącą wodą",253
2540,Produkcja broni i amunicji,254
2550,"Kucie, prasowanie, wytłaczanie i walcowanie metali; metalurgia proszków",255
2561,Obróbka metali i nakładanie powłok na metale,256
2562,Obróbka mechaniczna elementów metalowych,256
2571,Produkcja wyrobów nożowniczych i sztućców,257
2572,Produkcja zamków i zawiasów,257
2573,Produkcja narzędzi,257
2591,Produkcja pojemników metalowych,259
2592,Produkcja opakowań z metali,259
2593,"Produkcja wyrobów z drutu, łańcuchów i sprężyn",259
2594,Produkcja złączy i śrub,259
2599,"Produkcja pozostałych gotowych wyrobów metalowych, gdzie indziej niesklasyfikowana",259
2611,Produkcja elementów elektronicznych,261
2612,Produkcja elektronicznych obwodów drukowanych,261
2620,Produkcja komputerów i urządzeń peryferyjnych,262
2630,Produkcja sprzętu (tele)komunikacyjnego,263
2640,Produkcja elektronicznego sprzętu powszechnego użytku,264
2651,"Produkcja instrumentów i przyrządów pomiarowych, kontrolnych i nawigacyjnych",265
2652,Produkcja zegarków i zegarów,265
2660,"Produkcja urządzeń napromieniowujących, sprzętu elektromedycznego i elektroterapeutycznego",266
2670,Produkcja instrumentów optycznych i sprzętu fotograficznego,267
2680,Produkcja magnetycznych i optycznych niezapisanych nośników informacji,268
2711,"Produkcja elektrycznych silników, prądnic i transformatorów",271
2712,Produkcja aparatury rozdzielczej i sterowniczej energii elektrycznej,271
2720,Produkcja baterii i akumulatorów,272
2731,Produkcja kabli światłowodowych,273
2732,Produkcja pozostałych elektronicznych i elektrycznych przewodów i kabli,273
2733,Produkcja sprzętu instalacyjnego,273
2740,Produkcja elektrycznego sprzętu oświetleniowego,274
2751,Produkcja elektrycznego sprzętu gospodarstwa domowego,275
2752,Produkcja nieelektrycznego sprzętu gospodarstwa domowego,275
2790,Produkcja pozostałego sprzętu elektrycznego,279
2811,"Produkcja silników i turbin, z wyłączeniem silników lotniczych, samochodowych i motocyklowych",281
2812,Produkcja sprzętu i wyposażenia do napędu hydraulicznego i pneumatycznego,281
2813,Produkcja pozostałych pomp i sprężarek,281
2814,Produkcja pozostałych kurków i zaworów,281
2815,"Produkcja łożysk, kół zębatych, przekładni zębatych i elementów napędowych",281
2821,"Produkcja pieców, palenisk i palników piecowych",282
0161,Działalność usługowa wspomagająca produkcję roślinną,016
0162,Działalność usługowa wspomagająca chów i hodowlę zwierząt gospodarskich,016
0163,Działalność usługowa następująca po zbiorach,016
0164,Obróbka nasion dla celów rozmnażania roślin,016
2822,Produkcja urządzeń dźwigowych i chwytaków,282
2823,"Produkcja maszyn i sprzętu biurowego, z wyłączeniem komputerów i urządzeń peryferyjnych",282
2824,Produkcja narzędzi ręcznych mechanicznych,282
2825,Produkcja przemysłowych urządzeń chłodniczych i wentylacyjnych,282
2829,"Produkcja pozostałych maszyn ogólnego przeznaczenia, gdzie indziej niesklasyfikowana",282
2830,Produkcja maszyn dla rolnictwa i leśnictwa,283
2841,Produkcja maszyn do obróbki metalu,284
2849,Produkcja pozostałych narzędzi mechanicznych,284
2891,Produkcja maszyn dla metalurgii,289
2892,Produkcja maszyn dla górnictwa i do wydobywania oraz budownictwa,289
2893,"Produkcja maszyn stosowanych w przetwórstwie żywności, tytoniu i produkcji napojów",289
2894,"Produkcja maszyn dla przemysłu tekstylnego, odzieżowego i skórzanego",289
2895,Produkcja maszyn dla przemysłu papierniczego,289
2896,Produkcja maszyn do obróbki gumy lub tworzyw sztucznych oraz wytwarzania wyrobów z tych materiałów,289
2899,"Produkcja pozostałych maszyn specjalnego przeznaczenia, gdzie indziej niesklasyfikowana",289
2910,"Produkcja pojazdów samochodowych, z wyłączeniem motocykli",291
2920,Produkcja nadwozi do pojazdów silnikowych; produkcja przyczep i naczep,292
2931,Produkcja wyposażenia elektrycznego i elektronicznego do pojazdów silnikowych,293
2932,"Produkcja pozostałych części i akcesoriów do pojazdów silnikowych, z wyłączeniem motocykli",293
3011,Produkcja statków i konstrukcji pływających,301
3012,Produkcja łodzi wycieczkowych i sportowych,301
3020,Produkcja lokomotyw kolejowych oraz taboru szynowego,302
3030,"Produkcja statków powietrznych, statków kosmicznych i podobnych maszyn",303
3040,Produkcja wojskowych pojazdów bojowych,304
3091,Produkcja motocykli,309
3092,Produkcja rowerów i wózków inwalidzkich,309
3099,"Produkcja pozostałego sprzętu transportowego, gdzie indziej niesklasyfikowana",309
3101,Produkcja mebli biurowych i sklepowych,310
3102,Produkcja mebli kuchennych,310
3103,Produkcja materaców,310
3109,Produkcja pozostałych mebli,310
3211,Produkcja monet,321
3212,Produkcja wyrobów jubilerskich i podobnych,321
3213,Produkcja sztucznej biżuterii i wyrobów podobnych,321
3220,Produkcja instrumentów muzycznych,322
3230,Produkcja sprzętu sportowego,323
3240,Produkcja gier i zabawek,324
3250,"Produkcja urządzeń, instrumentów oraz wyrobów medycznych, włączając dentystyczne",325
3291,"Produkcja mioteł, szczotek i pędzli",329
4743,Sprzedaż detaliczna sprzętu audiowizualnego prowadzona w wyspecjalizowanych sklepach,474
4751,Sprzedaż detaliczna wyrobów tekstylnych prowadzona w wyspecjalizowanych sklepach,475
4752,"Sprzedaż detaliczna drobnych wyrobów metalowych, farb i szkła prowadzona w wyspecjalizowanych sklepach",475
4753,"Sprzedaż detaliczna dywanów, chodników i innych pokryć podłogowych oraz pokryć ściennych prowadzona w wyspecjalizowanych sklepach",475
4754,Sprzedaż detaliczna elektrycznego sprzętu gospodarstwa domowego prowadzona w wyspecjalizowanych sklepach,475
4759,"Sprzedaż detaliczna mebli, sprzętu oświetleniowego i pozostałych artykułów użytku domowego prowadzona w wyspecjalizowanych sklepach",475
4761,Sprzedaż detaliczna książek prowadzona w wyspecjalizowanych sklepach,476
4762,Sprzedaż detaliczna gazet i artykułów piśmiennych prowadzona w wyspecjalizowanych sklepach,476
4763,Sprzedaż detaliczna nagrań dźwiękowych i audiowizualnych prowadzona w wyspecjalizowanych sklepach,476
4764,Sprzedaż detaliczna sprzętu sportowego prowadzona w wyspecjalizowanych sklepach,476
4765,Sprzedaż detaliczna gier i zabawek prowadzona w wyspecjalizowanych sklepach,476
4771,Sprzedaż detaliczna odzieży prowadzona w wyspecjalizowanych sklepach,477
4772,Sprzedaż detaliczna obuwia i wyrobów skórzanych prowadzona w wyspecjalizowanych sklepach,477
4773,Sprzedaż detaliczna wyrobów farmaceutycznych prowadzona w wyspecjalizowanych sklepach,477
4774,"Sprzedaż detaliczna wyrobów medycznych, włączając ortopedyczne, prowadzona w wyspecjalizowanych sklepach",477
4775,Sprzedaż detaliczna kosmetyków i artykułów toaletowych prowadzona w wyspecjalizowanych sklepach,477
4776,"Sprzedaż detaliczna kwiatów, roślin, nasion, nawozów, żywych zwierząt domowych, karmy dla zwierząt domowych prowadzona w wyspecjalizowanych sklepach",477
4777,"Sprzedaż detaliczna zegarków, zegarów i biżuterii prowadzona w wyspecjalizowanych sklepach",477
4778,Sprzedaż detaliczna pozostałych nowych wyrobów prowadzona w wyspecjalizowanych sklepach,477
4779,Sprzedaż detaliczna artykułów używanych prowadzona w wyspecjalizowanych sklepach,477
4781,"Sprzedaż detaliczna żywności, napojów i wyrobów tytoniowych prowadzona na straganach i targowiskach",478
4782,"Sprzedaż detaliczna wyrobów tekstylnych, odzieży i obuwia prowadzona na straganach i targowiskach",478
4789,Sprzedaż detaliczna pozostałych wyrobów prowadzona na straganach i targowiskach,478
4791,Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet,479
4799,"Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami",479
4910,Transport kolejowy pasażerski międzymiastowy,491
4920,Transport kolejowy towarów,492
4931,"Transport lądowy pasażerski, miejski i podmiejski",493
4932,Działalność taksówek osobowych,493
4939,"Pozostały transport lądowy pasażerski, gdzie indziej niesklasyfikowany",493
4941,Transport drogowy towarów,494
4942,Działalność usługowa związana z przeprowadzkami,494
4950,Transport rurociągowy,495
5010,Transport morski i przybrzeżny pasażerski,501
8291,Działalność świadczona przez agencje inkasa i biura kredytowe,829
8292,Działalność związana z pakowaniem,829
8299,"Pozostała działalność wspomagająca prowadzenie działalności gospodarczej, gdzie indziej niesklasyfikowana",829
8411,Kierowanie podstawowymi rodzajami działalności publicznej,841
8412,"Kierowanie w zakresie działalności związanej z ochroną zdrowia, edukacją, kulturą oraz pozostałymi usługami społecznymi, z wyłączeniem zabezpieczeń społecznych",841
8413,Kierowanie w zakresie efektywności gospodarowania,841
8421,Sprawy zagraniczne,842
8422,Obrona narodowa,842
8423,Wymiar sprawiedliwości,842
8424,"Bezpieczeństwo państwa, porządek i bezpieczeństwo publiczne",842
8425,Ochrona przeciwpożarowa,842
8430,Obowiązkowe zabezpieczenia społeczne,843
8510,Wychowanie przedszkolne,851
8520,Szkoły podstawowe,852
8531,"Gimnazja, licea ogólnokształcące i profilowane",853
8532,"Szkoły zawodowe, z wyłączeniem szkół policealnych",853
8541,Szkoły policealne,854
8542,"Zakłady kształcenia nauczycieli, kolegia pracowników służb społecznych oraz szkoły wyższe",854
8551,Pozaszkolne formy edukacji sportowej oraz zajęć sportowych i rekreacyjnych,855
8552,Pozaszkolne formy edukacji artystycznej,855
8553,Pozaszkolne formy edukacji z zakresu nauki jazdy i pilotażu,855
8559,"Pozaszkolne formy edukacji, gdzie indziej niesklasyfikowane",855
8560,Działalność wspomagająca edukację,856
8610,Działalność szpitali,861
8621,Praktyka lekarska ogólna,862
8622,Praktyka lekarska specjalistyczna,862
8623,Praktyka lekarska dentystyczna,862
8690,Pozostała działalność w zakresie opieki zdrowotnej,869
8710,Pomoc społeczna z zakwaterowaniem zapewniająca opiekę pielęgniarską,871
8720,Pomoc społeczna z zakwaterowaniem dla osób z zaburzeniami psychicznymi,872
8730,Pomoc społeczna z zakwaterowaniem dla osób w podeszłym wieku i osób niepełnosprawnych,873
8790,Pozostała pomoc społeczna z zakwaterowaniem,879
8810,Pomoc społeczna bez zakwaterowania dla osób w podeszłym wieku i osób niepełnosprawnych,881
8891,Opieka dzienna nad dziećmi,889
8899,"Pozostała pomoc społeczna bez zakwaterowania, gdzie indziej niesklasyfikowana",889
9001,Działalność związana z wystawianiem przedstawień artystycznych,900
9002,Działalność wspomagająca wystawianie przedstawień artystycznych,900
9003,Artystyczna i literacka działalność twórcza,900
9004,Działalność obiektów kulturalnych,900
